TKT,VER,N1A,N1B,N1C,N2A,N2B,N2C,N3A,N3B,N3C,N4A,N4B,N4C,N5A,N5B,N5C,I1,I2,I3,I4,I5,I6,I7,I8,P,U
184,5581,,8,1,,26,27,,36,38,,55,49,,74,67,base02.ai,,,,,,,,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner01.ai,nonwinner09.ai,nonwinner02.ai,1,3
,,,,,,,,,,,,,,,,,winner04.ai,,,,,,,,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner04.ai,nonwinner03.ai,nonwinner05.ai,1,3
344,2600,15,,,,16,20,42,,,54,,,67,,,base03.ai,eeyore02.ai,,,,,,,1,3
70,22302,,2,15,,27,26,,34,40,,47,52,,63,,base02.ai,free05_b.ai,,,,,,,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner05.ai,nonwinner01.ai,nonwinner09.ai,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner01.ai,nonwinner08.ai,nonwinner02.ai,1,3
,,,,,,,,,,,,,,,,,winner04.ai,,,,,,,,1,3
63,16978,,2,8,,,23,,39,36,,49,52,,69,68,base02.ai,free02_a.ai,,,,,,,1,3
,,,,,,,,,,,,,,,,,winner04.ai,,,,,,,,1,3
51,1791,,13,9,,,27,,39,42,,46,52,,75,,base02.ai,free02_a.ai,free05_b.ai,,,,,,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner09.ai,nonwinner04.ai,nonwinner03.ai,1,4
380,11333,15,,,21,,,40,,,50,,,68,,,base01.ai,,,,,,,,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner07.ai,nonwinner03.ai,nonwinner09.ai,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner01.ai,nonwinner08.ai,nonwinner04.ai,1,4
301,25181,4,,,,24,28,32,,,55,,,71,,,base03.ai,eeyore02.ai,,,,,,,1,4
81,1159,,9,1,,25,30,,42,39,,59,55,,,73,base02.ai,free05_a.ai,,,,,,,1,4
288,16883,6,,,,19,23,33,,,54,,,,61,65,base03.ai,eeyore02.ai,eeyore05.ai,,,,,,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner09.ai,nonwinner02.ai,nonwinner03.ai,1,4
267,17057,3,,,,,,38,,,48,,,73,,,base01.ai,free02.ai,,,,,,,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner02.ai,nonwinner06.ai,nonwinner03.ai,1,4
283,3709,15,,,,19,30,41,,,59,,,,64,75,base03.ai,eeyore02.ai,eeyore05.ai,,,,,,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner03.ai,nonwinner01.ai,nonwinner06.ai,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner08.ai,nonwinner09.ai,nonwinner04.ai,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner03.ai,nonwinner02.ai,nonwinner01.ai,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner07.ai,nonwinner08.ai,nonwinner04.ai,1,1
274,14434,11,,,,,,40,,,60,,,72,,,base01.ai,free02.ai,,,,,,,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner08.ai,nonwinner06.ai,nonwinner09.ai,1,1
150,6101,,10,7,,19,17,,40,39,,53,56,,63,68,base02.ai,,,,,,,,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner02.ai,nonwinner07.ai,nonwinner01.ai,1,1
317,17500,,1,5,18,,,32,,,49,,,70,,,base03.ai,eeyore01.ai,,,,,,,1,1
,,,,,,,,,,,,,,,,,winner04.ai,,,,,,,,1,1
365,7433,14,,,20,,,32,,,53,,,73,,,base01.ai,,,,,,,,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner08.ai,nonwinner03.ai,nonwinner07.ai,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner09.ai,nonwinner01.ai,nonwinner07.ai,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner08.ai,nonwinner02.ai,nonwinner07.ai,1,1
133,6942,,13,8,,26,16,,39,32,,56,55,,63,73,base02.ai,,,,,,,,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner04.ai,nonwinner02.ai,nonwinner05.ai,1,1
62,19149,,2,4,,,29,,36,39,,52,54,,72,75,base02.ai,free02_a.ai,,,,,,,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner04.ai,nonwinner02.ai,nonwinner09.ai,1,2
247,15253,4,,,,,,36,,,49,,,72,,,base01.ai,free02.ai,,,,,,,1,2
,,,,,,,,,,,,,,,,,winner04.ai,,,,,,,,1,2
159,10375,,3,4,,22,29,,33,40,,52,58,,68,67,base02.ai,,,,,,,,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner01.ai,nonwinner08.ai,nonwinner03.ai,1,2
377,10555,13,,,30,,,39,,,51,,,64,,,base01.ai,,,,,,,,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner05.ai,nonwinner06.ai,nonwinner09.ai,1,2
357,9560,4,,,27,,,40,,,49,,,65,,,base01.ai,,,,,,,,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner04.ai,nonwinner02.ai,nonwinner08.ai,1,2
31,16957,,10,,,,24,,33,44,,53,47,,70,62,base02.ai,free01_b.ai,free02_a.ai,,,,,,1,2
204,3767,,12,10,,24,27,,42,39,,51,53,,64,66,base02.ai,,,,,,,,1,2
361,25872,14,,,21,,,33,,,47,,,64,,,base01.ai,,,,,,,,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner09.ai,nonwinner08.ai,nonwinner02.ai,1,2
127,12660,,2,4,,18,30,41,,,49,,,,,,base03.ai,eeyore01.ai,eeyore02.ai,free05.ai,,,,,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner01.ai,nonwinner03.ai,nonwinner02.ai,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner01.ai,nonwinner05.ai,nonwinner03.ai,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner03.ai,nonwinner09.ai,nonwinner06.ai,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner09.ai,nonwinner06.ai,nonwinner08.ai,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner05.ai,nonwinner07.ai,nonwinner08.ai,1,3
33,16227,,7,,,,16,,31,43,,51,55,,71,64,base02.ai,free01_b.ai,free02_a.ai,,,,,,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner02.ai,nonwinner07.ai,nonwinner03.ai,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner03.ai,nonwinner02.ai,nonwinner01.ai,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner04.ai,nonwinner02.ai,nonwinner05.ai,1,3
,,,,,,,,,,,,,,,,,winner04.ai,,,,,,,,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner02.ai,nonwinner01.ai,nonwinner08.ai,1,3
287,20397,,8,15,29,,,31,,,60,,,,69,74,base03.ai,eeyore01.ai,eeyore05.ai,,,,,,1,3
333,21828,8,,,29,,,31,,,54,,,,67,71,base03.ai,eeyore05.ai,,,,,,,1,3
177,1386,,9,13,,20,19,,45,42,,56,51,,73,62,base02.ai,,,,,,,,1,4
26,7837,,2,9,,20,,,37,36,,59,47,,,64,base02.ai,free02_b.ai,free05_a.ai,,,,,,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner09.ai,nonwinner07.ai,nonwinner02.ai,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner04.ai,nonwinner09.ai,nonwinner02.ai,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner02.ai,nonwinner06.ai,nonwinner09.ai,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner02.ai,nonwinner09.ai,nonwinner06.ai,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner06.ai,nonwinner05.ai,nonwinner03.ai,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner02.ai,nonwinner04.ai,nonwinner05.ai,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner01.ai,nonwinner09.ai,nonwinner02.ai,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner07.ai,nonwinner06.ai,nonwinner08.ai,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner07.ai,nonwinner01.ai,nonwinner04.ai,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner05.ai,nonwinner03.ai,nonwinner04.ai,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner08.ai,nonwinner01.ai,nonwinner03.ai,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner01.ai,nonwinner08.ai,nonwinner07.ai,1,4
350,11841,12,,,,17,26,34,,,56,,,68,,,base03.ai,eeyore02.ai,,,,,,,1,1
,,,,,,,,,,,,,,,,,winner04.ai,,,,,,,,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner08.ai,nonwinner04.ai,nonwinner07.ai,1,1
243,16262,,1,7,27,,,45,,,51,,,,,,base03.ai,eeyore01.ai,free05.ai,,,,,,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner02.ai,nonwinner09.ai,nonwinner07.ai,1,1
269,23730,2,,,,,,35,,,48,,,74,,,base01.ai,free02.ai,,,,,,,1,1
345,1479,,2,5,24,,,32,,,49,,,68,,,base03.ai,eeyore01.ai,,,,,,,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner09.ai,nonwinner08.ai,nonwinner01.ai,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner08.ai,nonwinner03.ai,nonwinner09.ai,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner01.ai,nonwinner06.ai,nonwinner03.ai,1,1
18,16195,,,10,,17,,,32,41,,46,51,,,63,base02.ai,free01_a.ai,free02_b.ai,free05_a.ai,,,,,1,1
366,15507,15,,,18,,,35,,,53,,,68,,,base01.ai,,,,,,,,1,1
91,120,,2,13,,16,21,,33,31,,46,59,,,62,base02.ai,free05_a.ai,,,,,,,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner02.ai,nonwinner03.ai,nonwinner06.ai,1,1
188,9018,,15,1,,25,22,,32,41,,59,47,,72,67,base02.ai,,,,,,,,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner04.ai,nonwinner06.ai,nonwinner07.ai,1,2
93,17621,,12,13,,18,30,,40,32,,47,53,,65,,base02.ai,free05_b.ai,,,,,,,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner02.ai,nonwinner08.ai,nonwinner05.ai,1,2
103,21283,,5,2,,28,,,31,35,,56,49,,71,70,base02.ai,free02_b.ai,,,,,,,1,2
94,4676,,6,13,,21,,,39,43,,51,59,,68,62,base02.ai,free02_b.ai,,,,,,,1,2
391,10531,6,,,28,,,42,,,58,,,69,,,base01.ai,,,,,,,,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner03.ai,nonwinner01.ai,nonwinner04.ai,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner08.ai,nonwinner04.ai,nonwinner09.ai,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner06.ai,nonwinner02.ai,nonwinner05.ai,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner06.ai,nonwinner05.ai,nonwinner08.ai,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner02.ai,nonwinner08.ai,nonwinner06.ai,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner03.ai,nonwinner01.ai,nonwinner07.ai,1,2
351,13116,7,,,20,,,36,,,57,,,62,,,base01.ai,,,,,,,,1,2
351,13116,7,,,20,,,36,,,57,,,62,,,base01.ai,,,,,,,,1,3
,,,,,,,,,,,,,,,,,winner04.ai,,,,,,,,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner03.ai,nonwinner04.ai,nonwinner09.ai,1,3
,,,,,,,,,,,,,,,,,winner04.ai,,,,,,,,1,3
307,13604,1,,,24,,,39,,,,47,52,64,,,base03.ai,eeyore04.ai,,,,,,,1,3
222,13009,,6,8,,18,28,,44,31,,56,54,,62,72,base02.ai,,,,,,,,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner04.ai,nonwinner02.ai,nonwinner01.ai,1,3
330,22437,15,,,,21,22,32,,,60,,,73,,,base03.ai,eeyore02.ai,,,,,,,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner03.ai,nonwinner08.ai,nonwinner01.ai,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner07.ai,nonwinner03.ai,nonwinner05.ai,1,3
4,13178,,14,11,,20,,,39,,,49,59,,,63,base02.ai,free02_b.ai,free03_b.ai,free05_a.ai,,,,,1,3
73,4843,,8,1,,29,,,32,39,,49,60,,62,65,base02.ai,free02_b.ai,,,,,,,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner02.ai,nonwinner04.ai,nonwinner03.ai,1,3
11,21528,,5,11,,,21,,,44,,52,54,,69,,base02.ai,free02_a.ai,free03_a.ai,free05_b.ai,,,,,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner01.ai,nonwinner03.ai,nonwinner06.ai,1,4
194,11822,,2,6,,27,23,,34,33,,53,49,,61,71,base02.ai,,,,,,,,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner05.ai,nonwinner01.ai,nonwinner04.ai,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner01.ai,nonwinner06.ai,nonwinner04.ai,1,4
,,,,,,,,,,,,,,,,,winner04.ai,,,,,,,,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner05.ai,nonwinner07.ai,nonwinner03.ai,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner05.ai,nonwinner04.ai,nonwinner06.ai,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner06.ai,nonwinner05.ai,nonwinner02.ai,1,4
55,3616,,15,3,,17,,,34,31,,46,50,,,65,base02.ai,free02_b.ai,free05_a.ai,,,,,,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner09.ai,nonwinner08.ai,nonwinner02.ai,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner07.ai,nonwinner03.ai,nonwinner05.ai,1,4
101,11488,,1,6,,28,21,,35,42,,53,59,,72,,base02.ai,free05_b.ai,,,,,,,1,4
10,18338,,15,,,,29,,42,44,,50,60,,71,,base02.ai,free01_b.ai,free02_a.ai,free05_b.ai,,,,,1,4
280,6905,15,,,23,,,37,,,47,,,,,,base01.ai,free05.ai,,,,,,,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner08.ai,nonwinner01.ai,nonwinner07.ai,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner08.ai,nonwinner03.ai,nonwinner02.ai,1,1
36,4496,,1,6,,24,,,31,40,,60,59,,,64,base02.ai,free02_b.ai,free05_a.ai,,,,,,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner04.ai,nonwinner07.ai,nonwinner02.ai,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner09.ai,nonwinner04.ai,nonwinner05.ai,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner02.ai,nonwinner04.ai,nonwinner09.ai,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner05.ai,nonwinner06.ai,nonwinner04.ai,1,1
292,8840,,4,14,18,,,,38,45,56,,,64,,,base03.ai,eeyore01.ai,eeyore03.ai,,,,,,1,1
,,,,,,,,,,,,,,,,,winner04.ai,,,,,,,,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner08.ai,nonwinner06.ai,nonwinner02.ai,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner05.ai,nonwinner06.ai,nonwinner09.ai,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner01.ai,nonwinner03.ai,nonwinner09.ai,1,1
,,,,,,,,,,,,,,,,,winner04.ai,,,,,,,,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner07.ai,nonwinner01.ai,nonwinner06.ai,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner02.ai,nonwinner08.ai,nonwinner01.ai,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner07.ai,nonwinner03.ai,nonwinner04.ai,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner02.ai,nonwinner04.ai,nonwinner08.ai,1,2
222,13009,,6,8,,18,28,,44,31,,56,54,,62,72,base02.ai,,,,,,,,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner01.ai,nonwinner02.ai,nonwinner06.ai,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner03.ai,nonwinner04.ai,nonwinner09.ai,1,2
139,23335,,8,11,,27,29,,37,32,,48,55,,62,67,base02.ai,,,,,,,,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner05.ai,nonwinner06.ai,nonwinner02.ai,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner06.ai,nonwinner05.ai,nonwinner01.ai,1,2
,,,,,,,,,,,,,,,,,winner04.ai,,,,,,,,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner02.ai,nonwinner01.ai,nonwinner08.ai,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner03.ai,nonwinner02.ai,nonwinner09.ai,1,2
,,,,,,,,,,,,,,,,,winner04.ai,,,,,,,,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner03.ai,nonwinner08.ai,nonwinner02.ai,1,2
183,19832,,3,6,,22,27,,37,33,,59,54,,62,63,base02.ai,,,,,,,,1,3
345,1479,,2,5,24,,,32,,,49,,,68,,,base03.ai,eeyore01.ai,,,,,,,1,3
136,5936,,7,15,,25,17,,32,39,,55,60,,67,74,base02.ai,,,,,,,,1,3
,,,,,,,,,,,,,,,,,winner04.ai,,,,,,,,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner08.ai,nonwinner07.ai,nonwinner09.ai,1,3
306,1005,,10,15,22,,,35,,,59,,,68,,,base03.ai,eeyore01.ai,,,,,,,1,3
229,19565,,1,13,,16,24,,31,33,,49,50,,67,64,base02.ai,,,,,,,,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner09.ai,nonwinner08.ai,nonwinner06.ai,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner03.ai,nonwinner05.ai,nonwinner07.ai,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner09.ai,nonwinner07.ai,nonwinner08.ai,1,3
256,24654,15,,,28,,,41,,,59,,,,,,base01.ai,free05.ai,,,,,,,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner07.ai,nonwinner04.ai,nonwinner05.ai,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner06.ai,nonwinner05.ai,nonwinner04.ai,1,3
151,8418,,2,15,,30,23,,40,41,,50,59,,65,74,base02.ai,,,,,,,,1,3
345,1479,,2,5,24,,,32,,,49,,,68,,,base03.ai,eeyore01.ai,,,,,,,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner02.ai,nonwinner01.ai,nonwinner06.ai,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner07.ai,nonwinner05.ai,nonwinner01.ai,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner05.ai,nonwinner03.ai,nonwinner09.ai,1,4
47,10934,,4,10,,,17,,42,36,,56,55,,72,,base02.ai,free02_a.ai,free05_b.ai,,,,,,1,4
357,9560,4,,,27,,,40,,,49,,,65,,,base01.ai,,,,,,,,1,4
165,17891,,13,1,,23,30,,45,33,,49,52,,61,63,base02.ai,,,,,,,,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner08.ai,nonwinner04.ai,nonwinner07.ai,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner04.ai,nonwinner02.ai,nonwinner07.ai,1,4
57,4668,,4,9,,,,,32,36,53,,,,,,base03.ai,eeyore01.ai,free02.ai,eeyore03.ai,free05.ai,,,,1,4
,,,,,,,,,,,,,,,,,winner04.ai,,,,,,,,1,4
115,1408,,,,,,,43,,,51,,,75,,,base01.ai,free01.ai,free02.ai,,,,,,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner05.ai,nonwinner06.ai,nonwinner01.ai,1,4
,,,,,,,,,,,,,,,,,winner04.ai,,,,,,,,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner08.ai,nonwinner09.ai,nonwinner04.ai,1,1
221,6869,,15,7,,17,26,,39,41,,48,59,,64,62,base02.ai,,,,,,,,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner09.ai,nonwinner03.ai,nonwinner04.ai,1,1
327,4961,3,,,22,,,40,,,,51,52,73,,,base03.ai,eeyore04.ai,,,,,,,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner01.ai,nonwinner07.ai,nonwinner04.ai,1,1
,,,,,,,,,,,,,,,,,winner04.ai,,,,,,,,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner05.ai,nonwinner06.ai,nonwinner03.ai,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner02.ai,nonwinner01.ai,nonwinner03.ai,1,1
,,,,,,,,,,,,,,,,,winner04.ai,,,,,,,,1,1
139,23335,,8,11,,27,29,,37,32,,48,55,,62,67,base02.ai,,,,,,,,1,1
88,7970,,8,2,,27,24,,35,41,,50,54,,,74,base02.ai,free05_a.ai,,,,,,,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner08.ai,nonwinner06.ai,nonwinner01.ai,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner08.ai,nonwinner01.ai,nonwinner04.ai,1,1
384,9881,1,,,21,,,31,,,56,,,61,,,base01.ai,,,,,,,,1,1
230,24373,,4,6,,22,20,,40,32,,47,48,,62,67,base02.ai,,,,,,,,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner03.ai,nonwinner05.ai,nonwinner08.ai,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner09.ai,nonwinner02.ai,nonwinner04.ai,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner05.ai,nonwinner02.ai,nonwinner09.ai,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner09.ai,nonwinner02.ai,nonwinner07.ai,1,2
,,,,,,,,,,,,,,,,,winner02.ai,,,,,,,,1,2
209,18450,,2,15,,18,19,,34,33,,47,52,,65,71,base02.ai,,,,,,,,1,2
32,18311,,2,11,,27,,,34,40,,46,51,,,62,base02.ai,free02_b.ai,free05_a.ai,,,,,,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner05.ai,nonwinner01.ai,nonwinner02.ai,1,2
142,51,,3,10,,29,16,,32,31,,59,55,,73,74,base02.ai,,,,,,,,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner08.ai,nonwinner03.ai,nonwinner06.ai,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner03.ai,nonwinner07.ai,nonwinner02.ai,1,2
53,4551,,,8,,20,,,44,33,,53,47,,63,69,base02.ai,free01_a.ai,free02_b.ai,,,,,,1,2
99,22625,,6,1,,,16,,42,31,,58,49,,62,72,base02.ai,free02_a.ai,,,,,,,1,2
99,22625,,6,1,,,16,,42,31,,58,49,,62,72,base02.ai,free02_a.ai,,,,,,,1,3
135,24422,,14,2,,17,24,,38,40,,58,47,,74,67,base02.ai,,,,,,,,1,3
346,1680,2,,,26,,,,35,41,49,,,67,,,base03.ai,eeyore03.ai,,,,,,,1,3
86,10505,,6,12,,,29,,43,37,,47,56,,72,65,base02.ai,free02_a.ai,,,,,,,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner01.ai,nonwinner07.ai,nonwinner08.ai,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner02.ai,nonwinner01.ai,nonwinner04.ai,1,3
299,22013,,3,13,19,,,38,,,55,,,,65,73,base03.ai,eeyore01.ai,eeyore05.ai,,,,,,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner02.ai,nonwinner08.ai,nonwinner06.ai,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner07.ai,nonwinner03.ai,nonwinner04.ai,1,3
48,23377,,7,1,,,19,,34,32,,52,56,,66,,base02.ai,free02_a.ai,free05_b.ai,,,,,,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner09.ai,nonwinner04.ai,nonwinner07.ai,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner03.ai,nonwinner01.ai,nonwinner08.ai,1,3
357,9560,4,,,27,,,40,,,49,,,65,,,base01.ai,,,,,,,,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner02.ai,nonwinner07.ai,nonwinner06.ai,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner05.ai,nonwinner06.ai,nonwinner04.ai,1,4
96,20152,,7,2,,24,25,,39,32,,59,53,,,70,base02.ai,free05_a.ai,,,,,,,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner01.ai,nonwinner07.ai,nonwinner09.ai,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner09.ai,nonwinner04.ai,nonwinner08.ai,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner04.ai,nonwinner02.ai,nonwinner01.ai,1,4
,,,,,,,,,,,,,,,,,winner04.ai,,,,,,,,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner01.ai,nonwinner07.ai,nonwinner02.ai,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner09.ai,nonwinner08.ai,nonwinner06.ai,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner06.ai,nonwinner01.ai,nonwinner02.ai,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner02.ai,nonwinner06.ai,nonwinner05.ai,1,4
76,12080,,14,9,,,22,,37,39,,51,56,,65,61,base02.ai,free02_a.ai,,,,,,,1,4
17,7212,,,15,,25,,,44,39,,57,58,,,68,base02.ai,free01_a.ai,free02_b.ai,free05_a.ai,,,,,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner06.ai,nonwinner04.ai,nonwinner03.ai,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner03.ai,nonwinner08.ai,nonwinner01.ai,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner01.ai,nonwinner08.ai,nonwinner07.ai,1,1
,,,,,,,,,,,,,,,,,winner04.ai,,,,,,,,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner09.ai,nonwinner07.ai,nonwinner01.ai,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner01.ai,nonwinner05.ai,nonwinner02.ai,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner03.ai,nonwinner01.ai,nonwinner06.ai,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner09.ai,nonwinner05.ai,nonwinner08.ai,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner01.ai,nonwinner03.ai,nonwinner06.ai,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner07.ai,nonwinner01.ai,nonwinner08.ai,1,1
337,16373,7,,,21,,,40,,,59,,,,65,71,base03.ai,eeyore05.ai,,,,,,,1,1
279,3162,3,,,16,,,,,,52,,,63,,,base01.ai,free03.ai,,,,,,,1,1
186,19404,,6,14,,25,20,,33,40,,57,46,,65,66,base02.ai,,,,,,,,1,1
,,,,,,,,,,,,,,,,,winner04.ai,,,,,,,,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner09.ai,nonwinner03.ai,nonwinner06.ai,1,1
230,24373,,4,6,,22,20,,40,32,,47,48,,62,67,base02.ai,,,,,,,,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner03.ai,nonwinner09.ai,nonwinner07.ai,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner02.ai,nonwinner03.ai,nonwinner04.ai,1,2
